task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters5000_regular_from_cpt_2-3/run_1,False,,False,,700,50.09634017944336
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters5000_regular_from_cpt_2-3/run_1,False,,False,,5000,69.267822265625
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,998,2,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters5000_regular_sum_loss_from_cpt_1-2/run_1,True,,False,,0,50.28901672363281
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,998,2,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters5000_regular_sum_loss_from_cpt_1-2/run_1,True,,False,,0,37.475914001464844
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderTaskMemLoss,encoder,1e-05,1,2,linear,2994,6,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters8000_regular_mem_task_loss_avg_c1e-02_sum_loss_from_cpt_5-6/run_1,True,,False,,8000,71.86898040771484
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters8000_regular_sum_loss_from_cpt_3-4/run_1,True,,False,,8000,72.30769348144531
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-06,1,4,constant_with_warmup,2600,5,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-06_constant_with_warmup_adamw_wd1e-03_2600-512-{5}seg_mem10_bs32_iters8000_regular_from_cpt/run_1,False,,False,,8000,55.38461685180664
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-06,1,4,constant_with_warmup,2600,5,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-06_constant_with_warmup_adamw_wd1e-03_2600-512-{5}seg_mem10_bs32_iters8000_regular_from_cpt/run_1,False,,False,,0,40.67307662963867
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,3493,7,502,0,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem0_bs32_iters8000_regular_sum_loss/run_1,True,,False,,720,38.82466125488281
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,998,2,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters5000_regular_from_cpt_1-2/run_1,False,,False,,5000,71.38728332519531
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderWeighSegLoss,encoder,1e-05,1,4,linear,2495,5,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_iters8000_regular_weigh_loss_from_cpt_4-5/run_1,True,,False,,8000,71.34615325927734
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,3493,7,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters8000_regular_sum_loss_from_cpt_6-7/run_1,True,,False,,8000,70.28845977783203
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,3493,7,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters8000_regular_sum_loss/run_1,True,,False,,240,40.07707214355469
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderWeighSegLoss,encoder,1e-05,1,4,linear,2994,6,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters8000_regular_weigh_loss_from_cpt_5-6/run_1,True,,False,,8000,70.0
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,2,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters8000_regular_sum_loss_from_cpt_1-2/run_1,True,,False,,8000,71.73076629638672
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters8000_regular_sum_loss_from_cpt_2-3/run_1,True,,False,,8000,72.59615325927734
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderWeighSegLoss,encoder,1e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters8000_regular_weigh_loss_from_cpt_3-4/run_1,True,,False,,8000,70.48076629638672
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,2994,6,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters5000_regular_from_cpt_5-6/run_1,False,,False,,5000,68.68978881835938
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,2495,5,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_iters8000_regular_sum_loss_from_cpt_4-5/run_1,True,,False,,8000,71.92308044433594
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-06,2,4,constant_with_warmup,1600,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-06_constant_with_warmup_adamw_wd1e-03_1600-512-{3}seg_mem10_bs32_iters8000_regular_from_cpt/run_1,False,,False,,8000,69.03845977783203
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,499,1,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_iters5000_regular_from_cpt_0-1/run_1,False,,False,,5000,71.0019302368164
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderWeighSegLoss,encoder,1e-05,2,4,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters8000_regular_weigh_loss_from_cpt_2-3/run_1,True,,False,,8000,70.67308044433594
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,2994,6,502,0,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem0_bs32_iters8000_regular_sum_loss/run_1,True,,False,,4880,55.20231246948242
contract_nli,bert-base-cased,,modeling_rmt.experimental:RMTEncoderTaskMemLoss,encoder,1e-05,2,2,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters8000_regular_mem_task_loss_avg_c1e-02_sum_loss_from_cpt_2-3/run_1,True,,False,,8000,71.57996368408203
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,1600,2,512,10,regular,../runs/framework/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1600-512-{2}seg_mem10_bs32_iters5000_regular/run_10,False,,False,,5000,72.03471374511719
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-06,2,2,linear,1497,3,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-06_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters10000_regular_from_cpt_2-3/run_1,False,,False,,10000,68.40077209472656
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,2495,5,512,10,regular,../runs/curriculum/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_iters5000_regular_from_cpt_4-5/run_1,False,,False,,5000,68.30442810058594
